competition,year,round,type,division,category,display_name,source_url,pdf_path,md_path,tex_path,num_pages
PUMaC,2016,Algebra,Solutions,A,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2016_AlgebraASol.pdf,pumac_pdfs/PUMaC_2016_Algebra_A_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2016_Algebra_A_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2016_Algebra_A_Solutions.tex.zip,2
PUMaC,2016,Algebra,Solutions,B,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2016_AlgebraBSol.pdf,pumac_pdfs/PUMaC_2016_Algebra_B_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2016_Algebra_B_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2016_Algebra_B_Solutions.tex.zip,2
PUMaC,2016,Combinatorics,Problems,A,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2016_CombinatoricsA.pdf,pumac_pdfs/PUMaC_2016_Combinatorics_A_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2016_Combinatorics_A_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2016_Combinatorics_A_Problems.tex.zip,1
PUMaC,2016,Combinatorics,Problems,B,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2016_CombinatoricsB.pdf,pumac_pdfs/PUMaC_2016_Combinatorics_B_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2016_Combinatorics_B_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2016_Combinatorics_B_Problems.tex.zip,1
PUMaC,2016,Combinatorics,Solutions,B,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2016_CombinatoricsBSol.pdf,pumac_pdfs/PUMaC_2016_Combinatorics_B_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2016_Combinatorics_B_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2016_Combinatorics_B_Solutions.tex.zip,2
PUMaC,2016,Combinatorics,Solutions,A,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2016_CombinatoricsASol.pdf,pumac_pdfs/PUMaC_2016_Combinatorics_A_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2016_Combinatorics_A_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2016_Combinatorics_A_Solutions.tex.zip,3
PUMaC,2016,Finals,Problems,A,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2016_FinalsA.pdf,pumac_pdfs/PUMaC_2016_Finals_A_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2016_Finals_A_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2016_Finals_A_Problems.tex.zip,1
PUMaC,2016,Finals,Problems,B,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2016_FinalsB.pdf,pumac_pdfs/PUMaC_2016_Finals_B_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2016_Finals_B_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2016_Finals_B_Problems.tex.zip,1
PUMaC,2016,Finals,Solutions,A,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2016_FinalsASol.pdf,pumac_pdfs/PUMaC_2016_Finals_A_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2016_Finals_A_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2016_Finals_A_Solutions.tex.zip,2
PUMaC,2016,Finals,Solutions,B,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2016_FinalsBSol.pdf,pumac_pdfs/PUMaC_2016_Finals_B_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2016_Finals_B_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2016_Finals_B_Solutions.tex.zip,1
PUMaC,2016,Geometry,Problems,A,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2016_GeometryA.pdf,pumac_pdfs/PUMaC_2016_Geometry_A_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2016_Geometry_A_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2016_Geometry_A_Problems.tex.zip,1
PUMaC,2016,Geometry,Problems,B,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2016_GeometryB.pdf,pumac_pdfs/PUMaC_2016_Geometry_B_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2016_Geometry_B_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2016_Geometry_B_Problems.tex.zip,1
PUMaC,2016,Geometry,Solutions,B,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2016_GeometryBSol.pdf,pumac_pdfs/PUMaC_2016_Geometry_B_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2016_Geometry_B_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2016_Geometry_B_Solutions.tex.zip,3
PUMaC,2016,Geometry,Solutions,A,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2016_GeometryASol.pdf,pumac_pdfs/PUMaC_2016_Geometry_A_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2016_Geometry_A_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2016_Geometry_A_Solutions.tex.zip,3
PUMaC,2016,Live,Problems,,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2016_Live_Round.pdf,pumac_pdfs/PUMaC_2016_Live_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2016_Live_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2016_Live_Problems.tex.zip,7
PUMaC,2016,Live,Solutions,,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2016_Live_Round_Answers.pdf,pumac_pdfs/PUMaC_2016_Live_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2016_Live_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2016_Live_Solutions.tex.zip,1
PUMaC,2016,NumberTheory,Problems,B,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2016_NumberTheoryB.pdf,pumac_pdfs/PUMaC_2016_NumberTheory_B_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2016_NumberTheory_B_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2016_NumberTheory_B_Problems.tex.zip,1
PUMaC,2016,NumberTheory,Problems,A,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2016_NumberTheoryA.pdf,pumac_pdfs/PUMaC_2016_NumberTheory_A_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2016_NumberTheory_A_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2016_NumberTheory_A_Problems.tex.zip,1
PUMaC,2016,NumberTheory,Solutions,A,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2016_NumberTheoryASol.pdf,pumac_pdfs/PUMaC_2016_NumberTheory_A_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2016_NumberTheory_A_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2016_NumberTheory_A_Solutions.tex.zip,3
PUMaC,2016,NumberTheory,Solutions,B,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2016_NumberTheoryBSol.pdf,pumac_pdfs/PUMaC_2016_NumberTheory_B_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2016_NumberTheory_B_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2016_NumberTheory_B_Solutions.tex.zip,2
PUMaC,2016,Power,Problems,,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2016_Power.pdf,pumac_pdfs/PUMaC_2016_Power_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2016_Power_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2016_Power_Problems.tex.zip,22
PUMaC,2016,Power,Solutions,,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2016_PowerSol-n7bg.pdf,pumac_pdfs/PUMaC_2016_Power_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2016_Power_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2016_Power_Solutions.tex.zip,16
PUMaC,2016,Team,Problems,,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2016_Team.pdf,pumac_pdfs/PUMaC_2016_Team_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2016_Team_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2016_Team_Problems.tex.zip,3
PUMaC,2016,Team,Solutions,,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2016_TeamSol.pdf,pumac_pdfs/PUMaC_2016_Team_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2016_Team_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2016_Team_Solutions.tex.zip,4
PUMaC,2015,Algebra,Problems,B,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2015_AlgebraB.pdf,pumac_pdfs/PUMaC_2015_Algebra_B_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2015_Algebra_B_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2015_Algebra_B_Problems.tex.zip,1
PUMaC,2015,Algebra,Problems,A,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2015_AlgebraA.pdf,pumac_pdfs/PUMaC_2015_Algebra_A_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2015_Algebra_A_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2015_Algebra_A_Problems.tex.zip,1
PUMaC,2015,Algebra,Solutions,B,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2015_AlgebraBSol.pdf,pumac_pdfs/PUMaC_2015_Algebra_B_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2015_Algebra_B_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2015_Algebra_B_Solutions.tex.zip,3
PUMaC,2015,Algebra,Solutions,A,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2015_AlgebraASol.pdf,pumac_pdfs/PUMaC_2015_Algebra_A_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2015_Algebra_A_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2015_Algebra_A_Solutions.tex.zip,4
PUMaC,2015,Combinatorics,Problems,A,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2015_CombinatoricsA.pdf,pumac_pdfs/PUMaC_2015_Combinatorics_A_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2015_Combinatorics_A_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2015_Combinatorics_A_Problems.tex.zip,1
PUMaC,2015,Combinatorics,Problems,B,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2015_CombinatoricsB.pdf,pumac_pdfs/PUMaC_2015_Combinatorics_B_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2015_Combinatorics_B_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2015_Combinatorics_B_Problems.tex.zip,1
PUMaC,2015,Combinatorics,Solutions,A,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2015_CombinatoricsASol.pdf,pumac_pdfs/PUMaC_2015_Combinatorics_A_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2015_Combinatorics_A_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2015_Combinatorics_A_Solutions.tex.zip,6
PUMaC,2015,Combinatorics,Solutions,B,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2015_CombinatoricsBSol.pdf,pumac_pdfs/PUMaC_2015_Combinatorics_B_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2015_Combinatorics_B_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2015_Combinatorics_B_Solutions.tex.zip,4
PUMaC,2015,Finals,Problems,B,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2015_FinalsB.pdf,pumac_pdfs/PUMaC_2015_Finals_B_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2015_Finals_B_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2015_Finals_B_Problems.tex.zip,1
PUMaC,2015,Finals,Problems,A,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2015_FinalsA.pdf,pumac_pdfs/PUMaC_2015_Finals_A_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2015_Finals_A_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2015_Finals_A_Problems.tex.zip,1
PUMaC,2015,Finals,Solutions,B,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2015_FinalsBSol.pdf,pumac_pdfs/PUMaC_2015_Finals_B_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2015_Finals_B_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2015_Finals_B_Solutions.tex.zip,2
PUMaC,2015,Finals,Solutions,A,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2015_FinalsASol.pdf,pumac_pdfs/PUMaC_2015_Finals_A_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2015_Finals_A_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2015_Finals_A_Solutions.tex.zip,3
PUMaC,2015,Geometry,Problems,A,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2015_GeometryA.pdf,pumac_pdfs/PUMaC_2015_Geometry_A_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2015_Geometry_A_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2015_Geometry_A_Problems.tex.zip,1
PUMaC,2015,Geometry,Problems,B,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2015_GeometryB.pdf,pumac_pdfs/PUMaC_2015_Geometry_B_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2015_Geometry_B_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2015_Geometry_B_Problems.tex.zip,2
PUMaC,2015,Geometry,Solutions,A,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2015_GeometryASol.pdf,pumac_pdfs/PUMaC_2015_Geometry_A_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2015_Geometry_A_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2015_Geometry_A_Solutions.tex.zip,6
PUMaC,2015,Geometry,Solutions,B,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2015_GeometryBSol.pdf,pumac_pdfs/PUMaC_2015_Geometry_B_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2015_Geometry_B_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2015_Geometry_B_Solutions.tex.zip,5
PUMaC,2015,NumberTheory,Problems,A,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2015_NumberTheoryA.pdf,pumac_pdfs/PUMaC_2015_NumberTheory_A_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2015_NumberTheory_A_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2015_NumberTheory_A_Problems.tex.zip,1
PUMaC,2015,NumberTheory,Problems,B,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2015_NumberTheoryB.pdf,pumac_pdfs/PUMaC_2015_NumberTheory_B_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2015_NumberTheory_B_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2015_NumberTheory_B_Problems.tex.zip,1
PUMaC,2015,NumberTheory,Solutions,B,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2015_NumberTheoryBSol.pdf,pumac_pdfs/PUMaC_2015_NumberTheory_B_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2015_NumberTheory_B_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2015_NumberTheory_B_Solutions.tex.zip,3
PUMaC,2015,NumberTheory,Solutions,A,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2015_NumberTheoryASol-wes5.pdf,pumac_pdfs/PUMaC_2015_NumberTheory_A_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2015_NumberTheory_A_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2015_NumberTheory_A_Solutions.tex.zip,5
PUMaC,2015,Power,Problems,,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2015_Power.pdf,pumac_pdfs/PUMaC_2015_Power_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2015_Power_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2015_Power_Problems.tex.zip,22
PUMaC,2015,Power,Solutions,,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2015_PowerwithSol.pdf,pumac_pdfs/PUMaC_2015_Power_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2015_Power_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2015_Power_Solutions.tex.zip,37
PUMaC,2015,Team,Problems,,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2015_Team.pdf,pumac_pdfs/PUMaC_2015_Team_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2015_Team_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2015_Team_Problems.tex.zip,3
PUMaC,2015,Team,Solutions,,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2015_TeamSol.pdf,pumac_pdfs/PUMaC_2015_Team_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2015_Team_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2015_Team_Solutions.tex.zip,9
PUMaC,2014,Algebra,Problems,B,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2014_AlgebraB.pdf,pumac_pdfs/PUMaC_2014_Algebra_B_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2014_Algebra_B_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2014_Algebra_B_Problems.tex.zip,1
PUMaC,2014,Algebra,Problems,A,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2014_AlgebraA.pdf,pumac_pdfs/PUMaC_2014_Algebra_A_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2014_Algebra_A_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2014_Algebra_A_Problems.tex.zip,1
PUMaC,2014,Algebra,Solutions,A,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2014_AlgebraASol.pdf,pumac_pdfs/PUMaC_2014_Algebra_A_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2014_Algebra_A_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2014_Algebra_A_Solutions.tex.zip,3
PUMaC,2014,Algebra,Solutions,B,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2014_AlgebraBSol.pdf,pumac_pdfs/PUMaC_2014_Algebra_B_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2014_Algebra_B_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2014_Algebra_B_Solutions.tex.zip,3
PUMaC,2014,Combinatorics,Problems,B,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2014_CombinatoricsB.pdf,pumac_pdfs/PUMaC_2014_Combinatorics_B_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2014_Combinatorics_B_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2014_Combinatorics_B_Problems.tex.zip,1
PUMaC,2014,Combinatorics,Problems,A,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2014_CombinatoricsA.pdf,pumac_pdfs/PUMaC_2014_Combinatorics_A_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2014_Combinatorics_A_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2014_Combinatorics_A_Problems.tex.zip,1
PUMaC,2014,Combinatorics,Solutions,A,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2014_CombinatoricsASol.pdf,pumac_pdfs/PUMaC_2014_Combinatorics_A_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2014_Combinatorics_A_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2014_Combinatorics_A_Solutions.tex.zip,6
PUMaC,2014,Combinatorics,Solutions,B,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2014_CombinatoricsBSol.pdf,pumac_pdfs/PUMaC_2014_Combinatorics_B_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2014_Combinatorics_B_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2014_Combinatorics_B_Solutions.tex.zip,4
PUMaC,2014,Finals,Problems,A,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2014_FinalsA.pdf,pumac_pdfs/PUMaC_2014_Finals_A_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2014_Finals_A_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2014_Finals_A_Problems.tex.zip,1
PUMaC,2014,Finals,Problems,B,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2014_FinalsB.pdf,pumac_pdfs/PUMaC_2014_Finals_B_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2014_Finals_B_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2014_Finals_B_Problems.tex.zip,1
PUMaC,2014,Finals,Solutions,A,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2014_FinalsASol.pdf,pumac_pdfs/PUMaC_2014_Finals_A_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2014_Finals_A_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2014_Finals_A_Solutions.tex.zip,4
PUMaC,2014,Finals,Solutions,B,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2014_FinalsBSol.pdf,pumac_pdfs/PUMaC_2014_Finals_B_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2014_Finals_B_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2014_Finals_B_Solutions.tex.zip,4
PUMaC,2014,Geometry,Problems,B,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2014_GeometryB.pdf,pumac_pdfs/PUMaC_2014_Geometry_B_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2014_Geometry_B_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2014_Geometry_B_Problems.tex.zip,1
PUMaC,2014,Geometry,Problems,A,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2014_GeometryA.pdf,pumac_pdfs/PUMaC_2014_Geometry_A_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2014_Geometry_A_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2014_Geometry_A_Problems.tex.zip,1
PUMaC,2014,Geometry,Solutions,B,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2014_GeometryBSol.pdf,pumac_pdfs/PUMaC_2014_Geometry_B_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2014_Geometry_B_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2014_Geometry_B_Solutions.tex.zip,4
PUMaC,2014,Geometry,Solutions,A,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2014_GeometryASol.pdf,pumac_pdfs/PUMaC_2014_Geometry_A_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2014_Geometry_A_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2014_Geometry_A_Solutions.tex.zip,3
PUMaC,2014,NumberTheory,Problems,A,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2014_NumberTheoryA.pdf,pumac_pdfs/PUMaC_2014_NumberTheory_A_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2014_NumberTheory_A_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2014_NumberTheory_A_Problems.tex.zip,1
PUMaC,2014,NumberTheory,Problems,B,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2014_NumberTheoryB.pdf,pumac_pdfs/PUMaC_2014_NumberTheory_B_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2014_NumberTheory_B_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2014_NumberTheory_B_Problems.tex.zip,1
PUMaC,2014,NumberTheory,Solutions,A,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2014_NumberTheoryASol.pdf,pumac_pdfs/PUMaC_2014_NumberTheory_A_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2014_NumberTheory_A_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2014_NumberTheory_A_Solutions.tex.zip,3
PUMaC,2014,NumberTheory,Solutions,B,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2014_NumberTheoryBSol.pdf,pumac_pdfs/PUMaC_2014_NumberTheory_B_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2014_NumberTheory_B_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2014_NumberTheory_B_Solutions.tex.zip,3
PUMaC,2014,Power,Problems,,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2014_Power.pdf,pumac_pdfs/PUMaC_2014_Power_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2014_Power_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2014_Power_Problems.tex.zip,10
PUMaC,2014,Team,Problems,,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2014_Team.pdf,pumac_pdfs/PUMaC_2014_Team_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2014_Team_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2014_Team_Problems.tex.zip,4
PUMaC,2014,Team,Solutions,,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2014_TeamSol-5kme.pdf,pumac_pdfs/PUMaC_2014_Team_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2014_Team_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2014_Team_Solutions.tex.zip,6
PUMaC,2013,Algebra,Problems,B,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2013_AlgebraB.pdf,pumac_pdfs/PUMaC_2013_Algebra_B_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2013_Algebra_B_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2013_Algebra_B_Problems.tex.zip,1
PUMaC,2013,Algebra,Problems,A,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2013_AlgebraA.pdf,pumac_pdfs/PUMaC_2013_Algebra_A_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2013_Algebra_A_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2013_Algebra_A_Problems.tex.zip,1
PUMaC,2013,Algebra,Solutions,A,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2013_AlgebraASol.pdf,pumac_pdfs/PUMaC_2013_Algebra_A_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2013_Algebra_A_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2013_Algebra_A_Solutions.tex.zip,7
PUMaC,2013,Algebra,Solutions,B,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2013_AlgebraBSol.pdf,pumac_pdfs/PUMaC_2013_Algebra_B_Solutions.pdf,mathpix_output/pumac_pdfs/PUMaC_2013_Algebra_B_Solutions.md,mathpix_output/pumac_pdfs/PUMaC_2013_Algebra_B_Solutions.tex.zip,6
PUMaC,2013,Combinatorics,Problems,A,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2013_CombinatoricsA.pdf,pumac_pdfs/PUMaC_2013_Combinatorics_A_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2013_Combinatorics_A_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2013_Combinatorics_A_Problems.tex.zip,1
PUMaC,2013,Combinatorics,Problems,B,,,https://jason-shi-f9dm.squarespace.com/s/PUMaC2013_CombinatoricsB.pdf,pumac_pdfs/PUMaC_2013_Combinatorics_B_Problems.pdf,mathpix_output/pumac_pdfs/PUMaC_2013_Combinatorics_B_Problems.md,mathpix_output/pumac_pdfs/PUMaC_2013_Combinatorics_B_Problems.tex.zip,1
